UserId,RoleId
614bfbcd-a529-4cae-9063-2a63d817b837,1
7de61a15-1dd7-40e0-8b50-32d706b70246,1
9f20d38c-9359-442a-a6b9-f691eb7c682f,1
f112dceb-831b-4f5e-a135-685acf90e8b3,1
a4bf097b-d48d-42f2-884a-c15bdac10c0f,2
a80bcdd4-9b3f-4e5a-bec9-e2dd45b01251,2
